000D6F000C36546B,00158D000110B802,True,,,2017-02-17 22:09:14.000+0000,2017-03-10 20:30:05.257+0000,,,,,
000D6F000C36546B,00158D0001119F61,True,10,3.015,2017-03-08 18:58:21.310+0000,2017-04-11 18:19:21.175+0000,,lumi.sensor_magnet,FFFF,,
000D6F000C36546B,00158D000113040A,True,10,3.005,2017-03-03 18:30:02.604+0000,2017-03-31 02:04:01.616+0000,,lumi.sensor_magnet,FFFF,,
000D6F000C3618B0,000D6F000E3C0969,True,,,2017-07-04 19:14:49.981+0000,2017-07-04 19:15:01.749+0000,,,,,
000D6F000C3618B0,00124B000F67ABF2,True,,,2017-07-28 18:38:47.081+0000,2017-07-28 18:38:47.081+0000,,TI0001          ,,,
000D6F000C3618B0,00158D000104260B,True,,3.065,2017-07-16 09:45:41.692+0000,2017-08-09 02:30:18.113+0000,,,FFFF,,
000D6F000C3618B0,00158D00010DE31E,True,10,3.045,2017-07-05 18:20:27.958+0000,2017-07-10 18:30:43.193+0000,,lumi.sensor_magnet,FFFF,,
000D6F000C3618B0,00158D00015E8DE5,True,,3.045,2017-07-11 09:31:51.647+0000,2017-07-14 22:48:04.501+0000,,,FFFF,,
000D6F000C3618B0,00158D00018738BB,True,11,3.035,2017-07-26 22:24:17.945+0000,2017-07-28 23:33:17.092+0000,,lumi.sensor_motion,FFFF,,
000D6F000C363667,000D6F000BBE60EA,True,,,2017-02-07 07:09:04.000+0000,2017-03-12 19:20:08.882+0000,,,4DAE,-47,
000D6F000C363667,00158D000101D98B,True,,3.005,2017-03-13 01:19:39.306+0000,2017-03-14 06:11:07.431+0000,,lumi.sensor_ht,,,
000D6F000C363667,00158D00010665BA,True,10,3.032,2017-02-01 06:15:43.000+0000,2017-03-13 19:29:11.545+0000,,lumi.sensor_switch,FFFF,,
000D6F000C363667,00158D0001178849,True,,2.985,2017-03-03 08:05:53.730+0000,2017-03-15 04:51:51.856+0000,,lumi.sensor_ht,C2AE,,
000D6F000C3638E6,000D6F000E3C0971,True,,2.8,2017-06-16 19:26:39.783+0000,2017-06-29 00:03:45.569+0000,,3320-L,,-54,
000D6F000C3638E6,00124B00060E6C74,True,,,,2017-06-28 23:59:21.895+0000,,DC_00.00.03.07TC,0E78,,
000D6F000C3638E6,00124B00102AF347,True,,,2017-05-05 05:35:54.175+0000,2017-05-10 05:36:53.314+0000,,,FFFF,,
000D6F000C3638E6,00158D000100D6A6,True,10,3.035,2017-05-26 21:35:13.741+0000,2017-06-28 23:37:13.084+0000,,lumi.sensor_motion,F743,,
000D6F000C3638E6,00158D000100D7C6,True,10,3.045,2017-05-17 17:25:31.579+0000,2017-06-29 00:03:17.744+0000,,lumi.sensor_motion,F4F7,,
000D6F000C3638E6,00158D000104C2EB,True,10,3.045,2017-05-26 21:38:07.654+0000,2017-06-28 23:27:48.990+0000,,lumi.sensor_motion,ABBC,,
000D6F000C3638E6,00158D00010F3A09,True,11,3.035,2017-05-26 22:09:35.192+0000,2017-06-28 23:57:32.480+0000,,lumi.sensor_motion,16BF,,
000D6F000C3638E6,00158D000113032F,True,10,3.045,2017-05-17 17:39:16.123+0000,2017-06-28 23:58:09.732+0000,,lumi.sensor_magnet,FFFF,,
000D6F000C3638E6,00158D00011303E6,True,10,3.045,2017-06-16 19:22:44.529+0000,2017-06-27 00:00:57.306+0000,,lumi.sensor_magnet,FFFF,,
000D6F000C3638E6,00158D00011859C5,True,10,3.005,2017-05-17 17:44:06.798+0000,2017-06-28 23:30:05.647+0000,,lumi.sensor_magnet,43A8,,
000D6F000C3638E6,00158D000130EB2E,True,11,3.085,2017-05-17 17:35:07.830+0000,2017-06-28 23:57:41.984+0000,,lumi.sensor_motion,2C59,,
000D6F000C3638E6,00158D000132EB23,True,11,3.025,2017-05-17 17:23:21.991+0000,2017-06-28 23:12:43.695+0000,,lumi.sensor_motion,,,
000D6F000C3638E6,00158D00014D50A7,True,11,3.015,2017-06-16 19:35:56.093+0000,2017-06-29 00:04:07.703+0000,,lumi.sensor_motion,,,
000D6F000C3638E6,00158D00015618FF,True,,3.035,2017-05-17 17:46:14.497+0000,2017-06-28 23:18:23.049+0000,,lumi.sens,E2CE,,
000D6F000C3638E6,00158D00015A9894,True,11,3.055,2017-05-17 17:21:12.152+0000,2017-05-17 17:21:18.927+0000,,lumi.sensor_motion,FFFF,,
000D6F000C3638E6,00158D00015B4CFF,True,11,3.075,2017-06-16 19:25:19.883+0000,2017-06-28 23:45:53.514+0000,,lumi.sensor_motion,,,
000D6F000C3638E6,00158D00015B4D04,True,11,3.065,2017-05-17 17:36:55.843+0000,2017-06-28 23:57:24.596+0000,,lumi.sensor_motion,6724,,
000D6F000C362738,00124B0005B4BCE9,True,,,,2017-09-01 20:10:11.084+0000,,DC_00.00.03.07TC,,,
000D6F000C362738,00158D0000E7C516,True,10,3.015,2017-05-26 03:04:23.040+0000,2017-09-01 20:32:46.925+0000,,lumi.sensor_motion,,,
000D6F000C362738,00158D0000F4310C,True,10,3.005,2017-05-26 03:11:17.896+0000,2017-09-01 20:46:05.380+0000,,lumi.sensor_motion,FFFF,,
000D6F000C362738,00158D000100D69E,True,10,3.045,2017-05-21 18:46:16.079+0000,2017-09-01 20:57:59.690+0000,,lumi.sensor_motion,,,
000D6F000C362738,00158D000104C2EB,True,,3.025,2017-05-26 06:29:03.787+0000,2017-05-26 15:39:29.134+0000,,,,,
000D6F000C362738,00158D00010DE343,True,10,3.035,2017-05-16 00:29:55.758+0000,2017-07-09 05:44:50.545+0000,,lumi.sensor_magnet,FFFF,,
000D6F000C362738,00158D00010F361B,True,11,3.025,2017-05-26 02:55:21.672+0000,2017-09-01 20:26:48.562+0000,,lumi.sensor_motion,,,
000D6F000C362738,00158D00010F3A09,True,,3.025,2017-05-26 06:19:18.447+0000,2017-05-26 15:29:27.278+0000,,,,,
000D6F000C362738,00158D00010F578B,True,,3.005,2017-05-15 23:52:21.052+0000,2017-09-01 21:01:04.612+0000,,lumi.sensor_ht,,,
000D6F000C362738,00158D0001185AA4,True,10,3.025,2017-05-15 23:57:52.119+0000,2017-09-01 20:57:10.233+0000,,lumi.sensor_magnet,FFFF,,
000D6F000C362738,24FD5B0001038C12,True,,,,2017-05-24 15:51:44.347+0000,,,,,
000D6F000C847605,00158D000103112A,,,,,2017-02-24 07:13:24.000+0000,,,,,
000D6F000C847605,00158D00010665BA,,,,,2017-01-20 06:17:02.000+0000,,,,,
000D6F000C847605,00158D00010AD2FE,,,,,2017-02-24 07:11:50.000+0000,,,,,
000D6F000C847605,00158D00010F3699,,,,,2017-02-23 23:30:10.000+0000,,,,,
000D6F000C847605,00158D0001116DB8,,,,,2017-02-24 04:46:56.000+0000,,,,,
000D6F000C847605,00158D0001178849,,,,,2017-02-24 07:04:00.000+0000,,,,,
000D6F000C847605,00158D000117B18D,,,,,2017-02-24 07:00:49.000+0000,,,,,
000D6F000C847605,00158D000117B1CE,,,,,2017-02-24 06:57:30.000+0000,,,,,
000D6F000C847605,00158D00011822E6,,,,,2016-12-31 11:49:00.000+0000,,,,,
000D6F000C847605,00158D00011851B2,,,,,2017-02-23 23:30:15.000+0000,,,,,
000D6F000C3621E3,000D6F000E3C0971,True,,,2017-06-15 04:48:52.585+0000,2017-06-16 15:51:30.434+0000,,3320-L,326F,-65,
000D6F000C3621E3,000D6F000E3C09C1,True,,,2017-06-13 05:40:47.818+0000,2017-06-14 16:18:04.067+0000,,3320-L,,-64,
000D6F000C3621E3,00158D0000E7C630,True,10,3.005,2017-05-20 18:16:12.251+0000,2017-06-23 12:13:42.263+0000,,lumi.sensor_motion,90E6,,
000D6F000C3621E3,00158D0000F43099,True,10,3.015,2017-05-06 16:25:19.255+0000,2017-06-23 12:02:20.830+0000,,lumi.sensor_motion,E443,,
000D6F000C3621E3,00158D00010E0412,True,,3.005,2017-05-06 16:30:22.234+0000,2017-06-23 12:00:12.878+0000,,lumi.sens,98E7,,
000D6F000C3621E3,00158D000111A0CA,True,10,3.025,2017-05-06 16:26:43.638+0000,2017-05-07 19:32:52.617+0000,,lumi.sensor_magnet,,,
000D6F000C3621E3,00158D00011303DB,True,10,3.005,2017-05-06 16:23:30.556+0000,2017-06-23 11:46:19.654+0000,,lumi.sensor_magnet,0876,,
000D6F000C3621E3,00158D0001177F1E,True,11,3.025,2017-05-06 16:27:54.074+0000,2017-06-23 11:58:07.500+0000,,lumi.sensor_motion,C83C,,
000D6F000C363309,000D6F000E3C0968,True,,2.8,2017-05-24 07:31:22.197+0000,2017-09-01 21:09:57.174+0000,,3320-L,8C0A,-66,
000D6F000C363309,000D6F000E3C0971,True,,2.8,2017-05-21 03:38:03.556+0000,2017-06-14 16:26:38.093+0000,,3320-L,FFFF,-65,
000D6F000C363309,000D6F000E3C09C1,True,,2.8,2017-06-15 01:49:24.869+0000,2017-09-01 21:09:39.879+0000,,3320-L,4136,-68,
000D6F000C363309,00158D000101D98B,True,,3.005,2017-05-12 05:08:19.134+0000,2017-05-26 22:57:52.070+0000,,lumi.sens,FFFF,,
000D6F000C363309,00158D000103112A,True,10,3.045,2017-03-13 01:35:47.938+0000,2017-09-01 20:55:31.562+0000,,lumi.sensor_motion,6609,,
000D6F000C363309,00158D0001051EE9,True,10,3.035,,2017-09-01 20:32:06.639+0000,,lumi.sensor_motion,9A3D,,
000D6F000C363309,00158D00010AD2FE,True,11,3.045,2017-04-11 15:09:54.921+0000,2017-09-01 21:06:51.698+0000,,lumi.sensor_motion,63D1,,
000D6F000C363309,00158D00010F3699,True,11,3.035,2017-03-02 06:08:48.000+0000,2017-09-01 20:45:54.077+0000,,lumi.sensor_motion,3C95,,
000D6F000C363309,00158D0001107B80,True,,3.005,,2017-09-01 20:49:27.807+0000,,lumi.sens,485E,,
000D6F000C363309,00158D0001116DB8,True,10,3.025,2017-03-02 06:15:22.000+0000,2017-09-01 20:56:42.543+0000,,lumi.sensor_magnet,5421,,
000D6F000C363309,00158D000111A029,True,10,2.975,,2017-03-10 17:02:29.920+0000,,lumi.sensor_magnet,FFFF,,
000D6F000C363309,00158D000117B1CE,True,11,3.035,2017-03-02 06:14:14.000+0000,2017-09-01 20:29:20.724+0000,,lumi.sensor_motion,0519,,
000D6F000C363309,00158D00011822E6,True,,3.015,2017-03-02 06:27:11.000+0000,2017-07-12 19:05:59.572+0000,,lumi.sens,FFFF,,
000D6F000C363309,00158D00011851B2,True,10,3.055,2017-03-02 06:07:24.000+0000,2017-09-01 20:12:02.093+0000,,lumi.sensor_magnet,5117,,
000D6F000C363309,001x00A029,,,,,2016-12-17 06:17:31.000+0000,,,,,
000D6F000C363309,0D006F000E3C0971,True,,,2017-05-28 01:08:43.845+0000,2017-05-28 01:08:43.845+0000,,,,-68,
000D6F000C363309,0D006F000E3C09B9,True,,,2017-05-23 00:18:28.576+0000,2017-05-23 00:18:28.576+0000,,,,-64,
000D6F000C363309,0D6F00000E3C0971,True,,,2017-05-26 22:45:41.200+0000,2017-05-26 22:45:41.200+0000,,,,,
000D6F000C363309,0D6F000E3C0900B9,True,,,2017-05-24 04:10:57.931+0000,2017-05-24 04:10:57.931+0000,,,,,
000D6F000C363309,0D6F000E3C096800,True,,,2017-05-26 03:06:49.094+0000,2017-05-29 04:47:47.694+0000,,,,,
000D6F000C363309,0D6F000E3C096900,True,,,2017-05-22 22:59:29.064+0000,2017-05-24 03:40:44.739+0000,,,,-54,
000D6F000C363309,0D6F000E3C097100,True,,,2017-05-22 06:55:00.300+0000,2017-05-28 19:33:56.658+0000,,,,-65,
000D6F000C363309,158D00011851B200,True,,3.035,2017-05-16 01:50:04.786+0000,2017-05-16 01:50:04.786+0000,,,,,
000D6F000C361C53,000D6F000BBA90AF,True,,2.8,2017-06-28 02:20:52.038+0000,2017-08-25 06:37:25.884+0000,,3326-L,7BFF,-44,
000D6F000C361C53,00158D000101D9AB,True,,3.015,,2017-08-13 20:42:40.673+0000,,lumi.sens,FFFF,,
000D6F000C361C53,00158D00010AD2B9,True,11,3.045,,2017-08-25 06:38:11.824+0000,,lumi.sensor_motion,7882,,
000D6F000C361C53,00158D00010DE3CB,True,10,3.045,2017-04-11 18:05:31.584+0000,2017-05-10 16:15:28.288+0000,,lumi.sensor_magnet,41D3,,
000D6F000C361C53,00158D0001119F61,True,10,3.015,,2017-08-25 05:43:20.834+0000,,lumi.sensor_magnet,F574,,
000D6F000C361C53,00158D000113040A,True,10,3.035,2017-03-31 02:04:02.988+0000,2017-08-25 05:42:00.290+0000,,lumi.sensor_magnet,20E6,,
000D6F000C361C53,00158D000117B52F,True,10,3.015,2017-04-18 18:00:46.493+0000,2017-06-14 06:36:21.568+0000,,lumi.sensor_magnet,FFFF,,
000D6F000C361C53,00158D00018738BB,True,11,3.025,2017-08-17 20:15:59.022+0000,2017-08-25 06:37:32.034+0000,,lumi.sensor_motion,,,
000D6F000C3627B1,000D6F000E3C0969,True,,2.8,2017-06-19 17:48:16.292+0000,2017-06-20 22:00:49.448+0000,,3320-L,AF8E,-38,
000D6F000C3627B1,000D6F000E3C09B9,True,,2.8,2017-06-19 17:45:51.617+0000,2017-06-20 22:01:07.269+0000,,3320-L,5780,-57,
000D6F000C3627B1,00158D000104260B,True,10,3.045,2017-06-19 17:51:12.166+0000,2017-06-20 22:01:14.804+0000,,lumi.sensor_motion,7FCC,,
000D6F000C3627B1,00158D00015E8DE5,True,11,3.045,2017-06-19 17:28:52.479+0000,2017-06-20 22:01:04.716+0000,,lumi.sensor_motion,,,
000D6F000C3627B1,00158D00018738BB,True,11,3.035,2017-06-19 17:31:54.770+0000,2017-06-20 22:00:32.109+0000,,lumi.sensor_motion,75B0,,
