000D6F000C362FB5,online,2017-06-14 16:11:22.232+0000,,1
000D6F000C362FB5,online,2017-06-14 16:11:17.085+0000,,0
000D6F000C362FB5,online,2017-06-13 04:06:05.510+0000,,1
000D6F000C362FB5,online,2017-06-13 04:05:51.859+0000,,0
000D6F000C362FB5,online,2017-06-09 17:20:46.056+0000,,1
000D6F000C362FB5,online,2017-06-09 17:19:00.881+0000,,0
000D6F000C362FB5,online,2017-06-08 16:54:13.208+0000,,1
000D6F000C362FB5,online,2017-06-08 16:54:07.786+0000,,0
000D6F000C362FB5,online,2017-06-05 23:25:28.761+0000,,1
000D6F000C362FB5,online,2017-06-05 23:25:02.060+0000,,0
000D6F000C362FB5,online,2017-06-02 01:08:55.329+0000,,1
000D6F000C362FB5,online,2017-06-02 01:08:49.962+0000,,0
000D6F000C362FB5,online,2017-05-31 22:05:34.199+0000,,1
000D6F000C362FB5,online,2017-05-31 22:05:28.590+0000,,0
000D6F000C362FB5,online,2017-05-28 23:15:26.067+0000,,1
000D6F000C362FB5,online,2017-05-28 23:15:20.590+0000,,0
000D6F000C362FB5,online,2017-05-18 18:56:34.000+0000,,1
000D6F000C362FB5,online,2017-05-18 18:56:28.830+0000,,0
000D6F000C362FB5,online,2017-05-18 18:56:12.581+0000,,1
000D6F000C362FB5,online,2017-05-18 18:48:08.168+0000,,0
000D6F000C362FB5,online,2017-05-16 19:43:41.149+0000,,1
000D6F000C362FB5,online,2017-05-16 19:43:34.682+0000,,0
000D6F000C362FB5,online,2017-05-09 22:45:12.714+0000,,1
000D6F000C362FB5,online,2017-05-09 22:45:07.257+0000,,0
000D6F000C362FB5,online,2017-05-06 20:54:23.541+0000,,1
000D6F000C362FB5,online,2017-05-06 20:54:18.261+0000,,0
000D6F000C362FB5,online,2017-05-04 17:50:03.090+0000,,1
000D6F000C362FB5,online,2017-05-03 21:29:54.673+0000,,0
000D6F000C362FB5,online,2017-05-03 18:39:02.323+0000,,1
000D6F000C362FB5,online,2017-05-03 16:32:39.331+0000,,0
000D6F000C362FB5,online,2017-04-28 00:19:57.200+0000,,1
000D6F000C362FB5,online,2017-04-28 00:19:41.369+0000,,0
000D6F000C362FB5,online,2017-04-12 13:29:46.614+0000,,1
000D6F000C362FB5,online,2017-04-12 13:29:40.746+0000,,0
000D6F000C362FB5,online,2017-04-08 16:29:05.665+0000,,1
000D6F000C362FB5,online,2017-04-08 06:41:43.319+0000,,0
000D6F000C362FB5,online,2017-03-31 02:44:45.015+0000,,1
000D6F000C362FB5,online,2017-03-31 02:44:38.745+0000,,0
000D6F000C362FB5,online,2017-03-24 21:34:10.975+0000,,1
000D6F000C362FB5,online,2017-03-24 21:33:53.850+0000,,0
000D6F000C362FB5,online,2017-03-10 23:02:42.022+0000,,1
000D6F000C362FB5,online,2017-03-10 23:02:26.392+0000,,0
000D6F000C362FB5,online,2017-03-07 06:56:11.895+0000,,1
000D6F000C362FB5,online,2017-03-07 06:49:05.779+0000,,1
000D6F000C362FB5,online,2017-03-07 06:49:05.699+0000,,1
000D6F000C36546B,online,2017-04-18 17:54:20.773+0000,,0
000D6F000C36546B,online,2017-04-15 01:53:53.284+0000,,1
