,gw_euid,mvt,ts,node_euid,place,sub_type
6523,000D6F000C362FB5,18,2017-06-01 00:10:08,00158D0000E7C56E,29,20
6522,000D6F000C362FB5,18,2017-06-01 00:33:07,00158D0001599CC2,46,20
6521,000D6F000C362FB5,18,2017-06-01 00:33:29,00158D0000E7C56E,29,20
6520,000D6F000C362FB5,18,2017-06-01 00:48:40,00158D0001599CC2,46,20
6519,000D6F000C362FB5,18,2017-06-01 00:48:47,00158D0000E7C56E,29,20
6518,000D6F000C362FB5,18,2017-06-01 00:52:30,00158D0001599CC2,46,20
6517,000D6F000C362FB5,18,2017-06-01 00:52:46,00158D0000E7C56E,29,20
6516,000D6F000C362FB5,18,2017-06-01 00:58:06,00158D0001599CC2,46,20
6515,000D6F000C362FB5,18,2017-06-01 00:58:10,00158D0000E7C56E,29,20
6514,000D6F000C362FB5,18,2017-06-01 01:01:13,00158D0001599CC2,46,20
6513,000D6F000C362FB5,18,2017-06-01 01:09:12,00158D0000E7C56E,29,20
6512,000D6F000C362FB5,18,2017-06-01 01:10:07,00158D0001599CC2,46,20
6511,000D6F000C362FB5,18,2017-06-01 01:12:27,00158D0000E7C56E,29,20
6510,000D6F000C362FB5,18,2017-06-01 01:14:31,00158D0001599CC2,46,20
6509,000D6F000C362FB5,18,2017-06-01 01:18:55,00158D0000E7C56E,29,20
6508,000D6F000C362FB5,18,2017-06-01 01:26:47,00158D0001599CC2,46,20
6507,000D6F000C362FB5,18,2017-06-01 01:26:56,00158D0000E7C56E,29,20
6506,000D6F000C362FB5,18,2017-06-01 01:28:05,00158D00010AD2F0,17,20
308,000D6F000C362FB5,5,2017-06-01 01:28:09,00158D000113037E,87,3
481,000D6F000C362FB5,6,2017-06-01 01:28:13,00158D000113037E,87,3
307,000D6F000C362FB5,5,2017-06-01 01:29:01,00158D000113037E,87,3
480,000D6F000C362FB5,6,2017-06-01 01:29:05,00158D000113037E,87,3
6505,000D6F000C362FB5,18,2017-06-01 01:29:14,00158D0000E7C56E,29,20
6504,000D6F000C362FB5,18,2017-06-01 01:31:25,00158D0001599CC2,46,20
6503,000D6F000C362FB5,18,2017-06-01 01:41:06,00158D0000E7C56E,29,20
6502,000D6F000C362FB5,18,2017-06-01 01:43:06,00158D0001599CC2,46,20
6501,000D6F000C362FB5,18,2017-06-01 01:45:43,00158D0000E7C56E,29,20
6500,000D6F000C362FB5,18,2017-06-01 01:46:54,00158D0001599CC2,46,20
6499,000D6F000C362FB5,18,2017-06-01 02:17:51,00158D0000E7C56E,29,20
6498,000D6F000C362FB5,18,2017-06-01 02:19:11,00158D00015A9894,4,20
6497,000D6F000C362FB5,18,2017-06-01 02:20:07,00158D0000F430BD,5,20
6496,000D6F000C362FB5,18,2017-06-01 02:21:38,00158D0000E7C56E,29,20
6495,000D6F000C362FB5,18,2017-06-01 02:21:57,00158D0001599CC2,46,20
6494,000D6F000C362FB5,18,2017-06-01 03:18:46,00158D0000E7C56E,29,20
6493,000D6F000C362FB5,18,2017-06-01 03:20:07,00158D0001599CC2,46,20
6492,000D6F000C362FB5,18,2017-06-01 03:20:42,00158D00010AD2F0,17,20
6491,000D6F000C362FB5,18,2017-06-01 03:21:04,00158D0000E7C56E,29,20
6490,000D6F000C362FB5,18,2017-06-01 03:21:29,00158D0000F430BD,5,20
6489,000D6F000C362FB5,18,2017-06-01 03:23:05,00158D00015A9894,4,20
6565,000D6F000C362FB5,21,2017-06-01 03:27:29,00158D0001561916,4,30
6577,000D6F000C362FB5,22,2017-06-01 03:31:40,00158D0001561916,4,30
6488,000D6F000C362FB5,18,2017-06-01 03:40:06,00158D0000F430BD,5,20
6487,000D6F000C362FB5,18,2017-06-01 03:42:53,00158D00015A9894,4,20
6486,000D6F000C362FB5,18,2017-06-01 03:44:57,00158D0000E7C56E,29,20
6485,000D6F000C362FB5,18,2017-06-01 03:45:58,00158D0001599CC2,46,20
6484,000D6F000C362FB5,18,2017-06-01 03:46:11,00158D0000E7C56E,29,20
6483,000D6F000C362FB5,18,2017-06-01 03:50:33,00158D0001599CC2,46,20
6482,000D6F000C362FB5,18,2017-06-01 03:59:17,00158D0000E7C56E,29,20
6481,000D6F000C362FB5,18,2017-06-01 04:03:43,00158D0001599CC2,46,20
6480,000D6F000C362FB5,18,2017-06-01 04:04:30,00158D0000E7C56E,29,20
6479,000D6F000C362FB5,18,2017-06-01 04:05:02,00158D0001599CC2,46,20
6478,000D6F000C362FB5,18,2017-06-01 04:05:39,00158D0000E7C56E,29,20
6477,000D6F000C362FB5,18,2017-06-01 04:05:47,00158D00010AD2F0,17,20
6476,000D6F000C362FB5,18,2017-06-01 04:06:49,00158D00015A9894,4,20
6475,000D6F000C362FB5,18,2017-06-01 04:12:36,00158D0000F430BD,5,20
67,000D6F000C362FB5,1,2017-06-01 04:18:38,00124B0008EBB9AA,5,1
6474,000D6F000C362FB5,18,2017-06-01 10:12:05,00158D00015A9894,4,20
135,000D6F000C362FB5,2,2017-06-01 10:12:13,00124B0008EBB9AA,5,1
6473,000D6F000C362FB5,18,2017-06-01 10:13:10,00158D0000F430BD,5,20
66,000D6F000C362FB5,1,2017-06-01 10:13:20,00124B0008EBB9AA,5,1
6472,000D6F000C362FB5,18,2017-06-01 10:56:49,00158D00015A992B,46,20
6471,000D6F000C362FB5,18,2017-06-01 10:56:52,00158D0000E7C56E,29,20
6470,000D6F000C362FB5,18,2017-06-01 10:56:58,00158D0001599CC2,46,20
134,000D6F000C362FB5,2,2017-06-01 10:57:02,00124B0008EBB9AA,5,1
6469,000D6F000C362FB5,18,2017-06-01 10:57:43,00158D0000F430BD,5,20
65,000D6F000C362FB5,1,2017-06-01 10:59:13,00124B0008EBB9AA,5,1
6468,000D6F000C362FB5,18,2017-06-01 12:35:24,00158D0000E7C56E,29,20
133,000D6F000C362FB5,2,2017-06-01 12:35:32,00124B0008EBB9AA,5,1
6467,000D6F000C362FB5,18,2017-06-01 12:42:35,00158D0001599CC2,46,20
6466,000D6F000C362FB5,18,2017-06-01 12:47:37,00158D0000E7C56E,29,20
6465,000D6F000C362FB5,18,2017-06-01 12:49:05,00158D00015A992B,46,20
6464,000D6F000C362FB5,18,2017-06-01 12:49:44,00158D0000E7C56E,29,20
6463,000D6F000C362FB5,18,2017-06-01 12:54:18,00158D0001599CC2,46,20
6462,000D6F000C362FB5,18,2017-06-01 13:00:10,00158D0000E7C56E,29,20
6461,000D6F000C362FB5,18,2017-06-01 13:06:52,00158D0001599CC2,46,20
6460,000D6F000C362FB5,18,2017-06-01 13:14:33,00158D0000E7C56E,29,20
6459,000D6F000C362FB5,18,2017-06-01 13:22:03,00158D00015A9894,4,20
6458,000D6F000C362FB5,18,2017-06-01 13:24:41,00158D0000F430BD,5,20
6457,000D6F000C362FB5,18,2017-06-01 13:27:38,00158D0000E7C56E,29,20
6456,000D6F000C362FB5,18,2017-06-01 13:30:39,00158D00015A992B,46,20
6455,000D6F000C362FB5,18,2017-06-01 13:57:22,00158D0000E7C56E,29,20
6454,000D6F000C362FB5,18,2017-06-01 14:00:36,00158D0000F430BD,5,20
6453,000D6F000C362FB5,18,2017-06-01 14:03:34,00158D00015A9894,4,20
6452,000D6F000C362FB5,18,2017-06-01 14:04:26,00158D0000F430BD,5,20
6451,000D6F000C362FB5,18,2017-06-01 14:07:42,00158D00015A9894,4,20
6450,000D6F000C362FB5,18,2017-06-01 14:08:10,00158D0000F430BD,5,20
6449,000D6F000C362FB5,18,2017-06-01 14:08:39,00158D0000E7C56E,29,20
6448,000D6F000C362FB5,18,2017-06-01 14:08:43,00158D0001599CC2,46,20
6447,000D6F000C362FB5,18,2017-06-01 15:59:08,00158D0000E7C56E,29,20
6446,000D6F000C362FB5,18,2017-06-01 15:59:11,00158D00015A992B,46,20
6445,000D6F000C362FB5,18,2017-06-01 16:00:28,00158D0000E7C56E,29,20
6444,000D6F000C362FB5,18,2017-06-01 16:00:34,00158D0001599CC2,46,20
6443,000D6F000C362FB5,18,2017-06-01 16:21:32,00158D0000E7C56E,29,20
6442,000D6F000C362FB5,18,2017-06-01 16:22:43,00158D0001599CC2,46,20
6441,000D6F000C362FB5,18,2017-06-01 16:31:19,00158D0000E7C56E,29,20
6440,000D6F000C362FB5,18,2017-06-01 16:31:32,00158D0000F430BD,5,20
6439,000D6F000C362FB5,18,2017-06-01 16:31:56,00158D00010AD2F0,17,20
6438,000D6F000C362FB5,18,2017-06-01 16:31:59,00158D0001599CC2,46,20
6437,000D6F000C362FB5,18,2017-06-01 16:33:38,00158D0000E7C56E,29,20
6436,000D6F000C362FB5,18,2017-06-01 16:33:55,00158D00010AD2F0,17,20
6435,000D6F000C362FB5,18,2017-06-01 16:34:08,00158D0001599CC2,46,20
6434,000D6F000C362FB5,18,2017-06-01 17:08:27,00158D0000E7C56E,29,20
6433,000D6F000C362FB5,18,2017-06-01 17:08:38,00158D00015A9894,4,20
6432,000D6F000C362FB5,18,2017-06-01 17:10:38,00158D0000E7C56E,29,20
6431,000D6F000C362FB5,18,2017-06-01 17:10:39,00158D00010AD2F0,17,20
6430,000D6F000C362FB5,18,2017-06-01 17:10:42,00158D0001599CC2,46,20
6429,000D6F000C362FB5,18,2017-06-01 17:21:03,00158D0000E7C56E,29,20
6428,000D6F000C362FB5,18,2017-06-01 17:22:22,00158D0001599CC2,46,20
6427,000D6F000C362FB5,18,2017-06-01 17:22:27,00158D0000E7C56E,29,20
6426,000D6F000C362FB5,18,2017-06-01 17:22:29,00158D00015A992B,46,20
6425,000D6F000C362FB5,18,2017-06-01 17:23:28,00158D0000E7C56E,29,20
6424,000D6F000C362FB5,18,2017-06-01 17:23:30,00158D00015A992B,46,20
6423,000D6F000C362FB5,18,2017-06-01 17:33:23,00158D0000E7C56E,29,20
6422,000D6F000C362FB5,18,2017-06-01 17:33:42,00158D00015A992B,46,20
6421,000D6F000C362FB5,18,2017-06-01 17:42:54,00158D0000E7C56E,29,20
6420,000D6F000C362FB5,18,2017-06-01 17:44:32,00158D0001599CC2,46,20
6419,000D6F000C362FB5,18,2017-06-01 17:44:37,00158D0000E7C56E,29,20
6418,000D6F000C362FB5,18,2017-06-01 17:45:33,00158D0001599CC2,46,20
6417,000D6F000C362FB5,18,2017-06-01 17:59:41,00158D0000E7C56E,29,20
6416,000D6F000C362FB5,18,2017-06-01 18:01:14,00158D0001599CC2,46,20
6415,000D6F000C362FB5,18,2017-06-01 18:04:52,00158D0000E7C56E,29,20
6414,000D6F000C362FB5,18,2017-06-01 18:06:00,00158D0001599CC2,46,20
6413,000D6F000C362FB5,18,2017-06-01 18:13:46,00158D0000E7C56E,29,20
6412,000D6F000C362FB5,18,2017-06-01 18:15:35,00158D0001599CC2,46,20
6411,000D6F000C362FB5,18,2017-06-01 18:17:01,00158D0000E7C56E,29,20
6410,000D6F000C362FB5,18,2017-06-01 18:21:20,00158D0001599CC2,46,20
6409,000D6F000C362FB5,18,2017-06-01 18:26:40,00158D0000E7C56E,29,20
6408,000D6F000C362FB5,18,2017-06-01 18:29:29,00158D0001599CC2,46,20
6407,000D6F000C362FB5,18,2017-06-01 18:34:34,00158D0000E7C56E,29,20
6406,000D6F000C362FB5,18,2017-06-01 18:35:29,00158D0001599CC2,46,20
6405,000D6F000C362FB5,18,2017-06-01 18:40:19,00158D0000E7C56E,29,20
6404,000D6F000C362FB5,18,2017-06-01 18:41:12,00158D0001599CC2,46,20
6403,000D6F000C362FB5,18,2017-06-01 18:42:54,00158D0000E7C56E,29,20
6402,000D6F000C362FB5,18,2017-06-01 18:44:12,00158D0001599CC2,46,20
6401,000D6F000C362FB5,18,2017-06-01 18:44:59,00158D0000E7C56E,29,20
6400,000D6F000C362FB5,18,2017-06-01 18:45:19,00158D0001599CC2,46,20
6399,000D6F000C362FB5,18,2017-06-01 18:59:25,00158D0000E7C56E,29,20
6398,000D6F000C362FB5,18,2017-06-01 19:01:32,00158D0001599CC2,46,20
6397,000D6F000C362FB5,18,2017-06-01 19:02:28,00158D0000E7C56E,29,20
6396,000D6F000C362FB5,18,2017-06-01 19:04:07,00158D0001599CC2,46,20
6395,000D6F000C362FB5,18,2017-06-01 19:25:44,00158D0000E7C56E,29,20
6394,000D6F000C362FB5,18,2017-06-01 19:27:20,00158D00015A9894,4,20
6393,000D6F000C362FB5,18,2017-06-01 19:28:27,00158D0000E7C56E,29,20
6392,000D6F000C362FB5,18,2017-06-01 19:28:37,00158D00010AD2F0,17,20
306,000D6F000C362FB5,5,2017-06-01 19:28:44,00158D000113037E,87,3
479,000D6F000C362FB5,6,2017-06-01 19:28:48,00158D000113037E,87,3
305,000D6F000C362FB5,5,2017-06-01 19:32:14,00158D000113037E,87,3
478,000D6F000C362FB5,6,2017-06-01 19:32:19,00158D000113037E,87,3
6391,000D6F000C362FB5,18,2017-06-01 19:32:30,00158D0000E7C56E,29,20
6390,000D6F000C362FB5,18,2017-06-01 19:33:28,00158D0001599CC2,46,20
6389,000D6F000C362FB5,18,2017-06-01 19:42:09,00158D0000E7C56E,29,20
6388,000D6F000C362FB5,18,2017-06-01 19:43:29,00158D0001599CC2,46,20
6387,000D6F000C362FB5,18,2017-06-01 21:28:02,00158D0000E7C56E,29,20
6386,000D6F000C362FB5,18,2017-06-01 21:28:30,00158D00015A992B,46,20
6385,000D6F000C362FB5,18,2017-06-01 21:29:09,00158D00015A9894,4,20
6384,000D6F000C362FB5,18,2017-06-01 21:30:15,00158D0000E7C56E,29,20
6383,000D6F000C362FB5,18,2017-06-01 21:30:18,00158D0001599CC2,46,20
6382,000D6F000C362FB5,18,2017-06-01 21:42:00,00158D0000E7C56E,29,20
6381,000D6F000C362FB5,18,2017-06-01 21:42:52,00158D0001599CC2,46,20
6380,000D6F000C362FB5,18,2017-06-01 22:06:46,00158D0000E7C56E,29,20
6379,000D6F000C362FB5,18,2017-06-01 22:09:33,00158D0001599CC2,46,20
6378,000D6F000C362FB5,18,2017-06-01 22:23:04,00158D0000E7C56E,29,20
6377,000D6F000C362FB5,18,2017-06-01 22:23:05,00158D00015A992B,46,20
6376,000D6F000C362FB5,18,2017-06-01 22:36:54,00158D0000E7C56E,29,20
6375,000D6F000C362FB5,18,2017-06-01 22:41:43,00158D00015A9894,4,20
6374,000D6F000C362FB5,18,2017-06-01 22:42:11,00158D0001599CC2,46,20
6373,000D6F000C362FB5,18,2017-06-01 22:42:39,00158D0000E7C56E,29,20
6372,000D6F000C362FB5,18,2017-06-01 22:42:41,00158D00015A992B,46,20
6371,000D6F000C362FB5,18,2017-06-01 22:43:49,00158D0000E7C56E,29,20
6370,000D6F000C362FB5,18,2017-06-01 22:43:54,00158D0001599CC2,46,20
6369,000D6F000C362FB5,18,2017-06-01 22:46:34,00158D0000E7C56E,29,20
6368,000D6F000C362FB5,18,2017-06-01 22:56:50,00158D0001599CC2,46,20
6367,000D6F000C362FB5,18,2017-06-01 23:21:29,00158D00010AD2F0,17,20
304,000D6F000C362FB5,5,2017-06-01 23:21:33,00158D000113037E,87,3
477,000D6F000C362FB5,6,2017-06-01 23:21:39,00158D000113037E,87,3
6366,000D6F000C362FB5,18,2017-06-01 23:21:52,00158D0000E7C56E,29,20
6365,000D6F000C362FB5,18,2017-06-01 23:22:32,00158D0001599CC2,46,20
6364,000D6F000C362FB5,18,2017-06-01 23:23:16,00158D00010AD2F0,17,20
303,000D6F000C362FB5,5,2017-06-01 23:23:56,00158D000113037E,87,3
476,000D6F000C362FB5,6,2017-06-01 23:24:01,00158D000113037E,87,3
6363,000D6F000C362FB5,18,2017-06-01 23:24:08,00158D0001599CC2,46,20
6362,000D6F000C362FB5,18,2017-06-01 23:24:14,00158D0000E7C56E,29,20
6361,000D6F000C362FB5,18,2017-06-02 00:02:12,00158D0001599CC2,46,20
6360,000D6F000C362FB5,18,2017-06-02 00:02:25,00158D00010AD2F0,17,20
6359,000D6F000C362FB5,18,2017-06-02 00:02:26,00158D0000E7C56E,29,20
6358,000D6F000C362FB5,18,2017-06-02 00:07:33,00158D00010AD2F0,17,20
6357,000D6F000C362FB5,18,2017-06-02 00:07:36,00158D0001599CC2,46,20
6356,000D6F000C362FB5,18,2017-06-02 00:08:34,00158D0000E7C56E,29,20
6355,000D6F000C362FB5,18,2017-06-02 00:08:45,00158D0001599CC2,46,20
6354,000D6F000C362FB5,18,2017-06-02 00:09:34,00158D0000E7C56E,29,20
6353,000D6F000C362FB5,18,2017-06-02 00:09:47,00158D0001599CC2,46,20
6352,000D6F000C362FB5,18,2017-06-02 00:19:54,00158D0000E7C56E,29,20
6351,000D6F000C362FB5,18,2017-06-02 00:23:30,00158D0001599CC2,46,20
6350,000D6F000C362FB5,18,2017-06-02 00:23:42,00158D0000E7C56E,29,20
6349,000D6F000C362FB5,18,2017-06-02 00:23:44,00158D00015A992B,46,20
6348,000D6F000C362FB5,18,2017-06-02 00:24:51,00158D00010AD2F0,17,20
6347,000D6F000C362FB5,18,2017-06-02 00:25:07,00158D0000E7C56E,29,20
6346,000D6F000C362FB5,18,2017-06-02 00:27:13,00158D0001599CC2,46,20
6345,000D6F000C362FB5,18,2017-06-02 00:46:43,00158D0000E7C56E,29,20
6344,000D6F000C362FB5,18,2017-06-02 00:50:39,00158D0001599CC2,46,20
6343,000D6F000C362FB5,18,2017-06-02 01:01:28,00158D0000E7C56E,29,20
6342,000D6F000C362FB5,18,2017-06-02 01:04:41,00158D0001599CC2,46,20
6341,000D6F000C362FB5,18,2017-06-02 01:04:46,00158D0000E7C56E,29,20
6340,000D6F000C362FB5,18,2017-06-02 01:06:21,00158D0001599CC2,46,20
6339,000D6F000C362FB5,18,2017-06-02 01:06:48,00158D0000E7C56E,29,20
6338,000D6F000C362FB5,18,2017-06-02 01:07:41,00158D0001599CC2,46,20
6337,000D6F000C362FB5,18,2017-06-02 01:15:27,00158D0000E7C56E,29,20
6336,000D6F000C362FB5,18,2017-06-02 01:18:04,00158D0001599CC2,46,20
6335,000D6F000C362FB5,18,2017-06-02 01:23:16,00158D0000E7C56E,29,20
6334,000D6F000C362FB5,18,2017-06-02 01:24:08,00158D0001599CC2,46,20
6333,000D6F000C362FB5,18,2017-06-02 01:24:35,00158D0000E7C56E,29,20
6332,000D6F000C362FB5,18,2017-06-02 01:39:37,00158D0001599CC2,46,20
6331,000D6F000C362FB5,18,2017-06-02 01:40:31,00158D0000E7C56E,29,20
6330,000D6F000C362FB5,18,2017-06-02 01:40:40,00158D0001599CC2,46,20
6329,000D6F000C362FB5,18,2017-06-02 01:51:15,00158D0000E7C56E,29,20
6328,000D6F000C362FB5,18,2017-06-02 01:54:34,00158D0001599CC2,46,20
6327,000D6F000C362FB5,18,2017-06-02 01:55:20,00158D0000E7C56E,29,20
6326,000D6F000C362FB5,18,2017-06-02 01:58:53,00158D0001599CC2,46,20
6325,000D6F000C362FB5,18,2017-06-02 01:58:56,00158D0000E7C56E,29,20
6324,000D6F000C362FB5,18,2017-06-02 01:59:53,00158D0001599CC2,46,20
6323,000D6F000C362FB5,18,2017-06-02 02:24:51,00158D0000E7C56E,29,20
6322,000D6F000C362FB5,18,2017-06-02 02:27:16,00158D00015A9894,4,20
6321,000D6F000C362FB5,18,2017-06-02 02:28:13,00158D0000F430BD,5,20
6320,000D6F000C362FB5,18,2017-06-02 02:29:24,00158D0000E7C56E,29,20
6319,000D6F000C362FB5,18,2017-06-02 02:29:37,00158D0001599CC2,46,20
6318,000D6F000C362FB5,18,2017-06-02 02:56:09,00158D0000E7C56E,29,20
6317,000D6F000C362FB5,18,2017-06-02 02:56:57,00158D00015A992B,46,20
6316,000D6F000C362FB5,18,2017-06-02 02:57:33,00158D0000E7C56E,29,20
6315,000D6F000C362FB5,18,2017-06-02 03:01:08,00158D0001599CC2,46,20
6314,000D6F000C362FB5,18,2017-06-02 03:01:38,00158D0000F430BD,5,20
6313,000D6F000C362FB5,18,2017-06-02 03:05:14,00158D00015A9894,4,20
6312,000D6F000C362FB5,18,2017-06-02 03:09:17,00158D0000E7C56E,29,20
6311,000D6F000C362FB5,18,2017-06-02 03:09:27,00158D0001599CC2,46,20
6310,000D6F000C362FB5,18,2017-06-02 03:13:57,00158D0000E7C56E,29,20
6309,000D6F000C362FB5,18,2017-06-02 03:14:08,00158D00010AD2F0,17,20
6308,000D6F000C362FB5,18,2017-06-02 03:29:15,00158D0001599CC2,46,20
6307,000D6F000C362FB5,18,2017-06-02 04:00:48,00158D0000E7C56E,29,20
6306,000D6F000C362FB5,18,2017-06-02 04:01:49,00158D00015A9894,4,20
6305,000D6F000C362FB5,18,2017-06-02 04:06:20,00158D0000E7C56E,29,20
6304,000D6F000C362FB5,18,2017-06-02 04:06:25,00158D0001599CC2,46,20
6303,000D6F000C362FB5,18,2017-06-02 04:16:54,00158D0000E7C56E,29,20
6302,000D6F000C362FB5,18,2017-06-02 04:17:07,00158D00010AD2F0,17,20
6301,000D6F000C362FB5,18,2017-06-02 04:18:21,00158D0000E7C56E,29,20
6300,000D6F000C362FB5,18,2017-06-02 04:20:48,00158D0000F430BD,5,20
6299,000D6F000C362FB5,18,2017-06-02 04:21:18,00158D00015A9894,4,20
6298,000D6F000C362FB5,18,2017-06-02 04:24:00,00158D0000F430BD,5,20
64,000D6F000C362FB5,1,2017-06-02 04:24:09,00124B0008EBB9AA,5,1
132,000D6F000C362FB5,2,2017-06-02 13:18:48,00124B0008EBB9AA,5,1
6297,000D6F000C362FB5,18,2017-06-02 13:19:08,00158D0000E7C56E,29,20
6296,000D6F000C362FB5,18,2017-06-02 13:26:18,00158D0001599CC2,46,20
6295,000D6F000C362FB5,18,2017-06-02 13:27:06,00158D0000E7C56E,29,20
6294,000D6F000C362FB5,18,2017-06-02 13:31:40,00158D0001599CC2,46,20
6293,000D6F000C362FB5,18,2017-06-02 13:31:49,00158D0000E7C56E,29,20
6292,000D6F000C362FB5,18,2017-06-02 13:33:46,00158D00015A992B,46,20
6291,000D6F000C362FB5,18,2017-06-02 13:34:08,00158D0000E7C56E,29,20
6290,000D6F000C362FB5,18,2017-06-02 13:37:47,00158D0001599CC2,46,20
6289,000D6F000C362FB5,18,2017-06-02 13:42:46,00158D0000E7C56E,29,20
6288,000D6F000C362FB5,18,2017-06-02 13:49:56,00158D0001599CC2,46,20
6287,000D6F000C362FB5,18,2017-06-02 13:57:22,00158D0000E7C56E,29,20
6286,000D6F000C362FB5,18,2017-06-02 14:04:11,00158D00015A9894,4,20
6285,000D6F000C362FB5,18,2017-06-02 14:07:25,00158D0000F430BD,5,20
6284,000D6F000C362FB5,18,2017-06-02 14:10:50,00158D00015A9894,4,20
6283,000D6F000C362FB5,18,2017-06-02 14:12:12,00158D0000F430BD,5,20
6282,000D6F000C362FB5,18,2017-06-02 14:14:07,00158D0000E7C56E,29,20
6281,000D6F000C362FB5,18,2017-06-02 14:16:57,00158D0001599CC2,46,20
6280,000D6F000C362FB5,18,2017-06-02 14:20:48,00158D0000E7C56E,29,20
6279,000D6F000C362FB5,18,2017-06-02 14:21:02,00158D00010AD2F0,17,20
302,000D6F000C362FB5,5,2017-06-02 14:21:08,00158D000113037E,87,3
475,000D6F000C362FB5,6,2017-06-02 14:21:18,00158D000113037E,87,3
6278,000D6F000C362FB5,18,2017-06-02 14:21:49,00158D0000E7C56E,29,20
6277,000D6F000C362FB5,18,2017-06-02 14:27:53,00158D0001599CC2,46,20
6276,000D6F000C362FB5,18,2017-06-02 14:31:26,00158D0000E7C56E,29,20
6275,000D6F000C362FB5,18,2017-06-02 14:35:14,00158D0001599CC2,46,20
6274,000D6F000C362FB5,18,2017-06-02 15:06:55,00158D00010AD2F0,17,20
6273,000D6F000C362FB5,18,2017-06-02 15:07:10,00158D0000E7C56E,29,20
6272,000D6F000C362FB5,18,2017-06-02 15:07:50,00158D0001599CC2,46,20
6271,000D6F000C362FB5,18,2017-06-02 15:08:43,00158D0000F430BD,5,20
6270,000D6F000C362FB5,18,2017-06-02 15:09:35,00158D00015A9894,4,20
6564,000D6F000C362FB5,21,2017-06-02 15:12:22,00158D0001561916,4,30
6576,000D6F000C362FB5,22,2017-06-02 15:26:31,00158D0001561916,4,30
6269,000D6F000C362FB5,18,2017-06-02 15:29:49,00158D0000F430BD,5,20
6268,000D6F000C362FB5,18,2017-06-02 15:35:18,00158D00015A9894,4,20
6267,000D6F000C362FB5,18,2017-06-02 15:36:45,00158D0000E7C56E,29,20
6266,000D6F000C362FB5,18,2017-06-02 15:36:54,00158D0001599CC2,46,20
6265,000D6F000C362FB5,18,2017-06-02 15:37:49,00158D0000E7C56E,29,20
6264,000D6F000C362FB5,18,2017-06-02 15:38:39,00158D0001599CC2,46,20
6263,000D6F000C362FB5,18,2017-06-02 15:46:57,00158D0000E7C56E,29,20
6262,000D6F000C362FB5,18,2017-06-02 15:47:23,00158D0001599CC2,46,20
6261,000D6F000C362FB5,18,2017-06-02 15:48:45,00158D0000E7C56E,29,20
6260,000D6F000C362FB5,18,2017-06-02 15:49:48,00158D0001599CC2,46,20
6259,000D6F000C362FB5,18,2017-06-02 15:58:33,00158D0000E7C56E,29,20
6258,000D6F000C362FB5,18,2017-06-02 16:04:35,00158D0001599CC2,46,20
6257,000D6F000C362FB5,18,2017-06-02 16:04:52,00158D0000E7C56E,29,20
6256,000D6F000C362FB5,18,2017-06-02 16:06:48,00158D00015A9894,4,20
6255,000D6F000C362FB5,18,2017-06-02 16:10:33,00158D0000E7C56E,29,20
6254,000D6F000C362FB5,18,2017-06-02 16:11:11,00158D00010AD2F0,17,20
6253,000D6F000C362FB5,18,2017-06-02 16:11:15,00158D0001599CC2,46,20
6252,000D6F000C362FB5,18,2017-06-02 16:15:42,00158D0000E7C56E,29,20
6251,000D6F000C362FB5,18,2017-06-02 16:15:43,00158D00015A992B,46,20
6250,000D6F000C362FB5,18,2017-06-02 17:00:36,00158D0000E7C56E,29,20
6249,000D6F000C362FB5,18,2017-06-02 17:02:30,00158D00015A992B,46,20
6248,000D6F000C362FB5,18,2017-06-02 17:03:21,00158D0000E7C56E,29,20
6247,000D6F000C362FB5,18,2017-06-02 17:03:26,00158D0001599CC2,46,20
6246,000D6F000C362FB5,18,2017-06-02 17:08:09,00158D0000E7C56E,29,20
6245,000D6F000C362FB5,18,2017-06-02 17:10:27,00158D0001599CC2,46,20
6244,000D6F000C362FB5,18,2017-06-02 17:12:20,00158D0000E7C56E,29,20
6243,000D6F000C362FB5,18,2017-06-02 17:12:21,00158D00015A992B,46,20
6242,000D6F000C362FB5,18,2017-06-02 17:13:03,00158D0000F430BD,5,20
6241,000D6F000C362FB5,18,2017-06-02 17:13:24,00158D0000E7C56E,29,20
6240,000D6F000C362FB5,18,2017-06-02 17:13:39,00158D0001599CC2,46,20
6239,000D6F000C362FB5,18,2017-06-02 17:15:46,00158D0000E7C56E,29,20
6238,000D6F000C362FB5,18,2017-06-02 17:34:35,00158D0001599CC2,46,20
6237,000D6F000C362FB5,18,2017-06-02 17:34:40,00158D0000E7C56E,29,20
6236,000D6F000C362FB5,18,2017-06-02 17:34:55,00158D0000F430BD,5,20
6235,000D6F000C362FB5,18,2017-06-02 17:35:48,00158D0000E7C56E,29,20
6234,000D6F000C362FB5,18,2017-06-02 17:35:52,00158D0001599CC2,46,20
6233,000D6F000C362FB5,18,2017-06-02 18:21:22,00158D0000E7C56E,29,20
6232,000D6F000C362FB5,18,2017-06-02 18:21:24,00158D00015A992B,46,20
6231,000D6F000C362FB5,18,2017-06-02 18:33:00,00158D0000E7C56E,29,20
6230,000D6F000C362FB5,18,2017-06-02 18:34:55,00158D0001599CC2,46,20
6229,000D6F000C362FB5,18,2017-06-02 18:38:38,00158D0000E7C56E,29,20
6228,000D6F000C362FB5,18,2017-06-02 18:39:54,00158D0001599CC2,46,20
6227,000D6F000C362FB5,18,2017-06-02 18:40:43,00158D0000E7C56E,29,20
